Name,Team,Season,Age,W,L,IP,WAR,ERA,xERA,FIP,xFIP,AVG,WHIP,BABIP,K%,BB%,LOB%,LD%,GB%,FB%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Barrel%,K/9,BB/9,K/BB,HR/9,GB/FB,HR/FB,EV,LA,,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc)
Hoby Milner,MIL,2024,33,5,1,64.2,0.9,4.73,3.15,3.14,3.15,0.25,1.19,0.313,24%,5%,58%,19%,52%,29%,41%,32%,27%,22%,53%,26%,3%,8.9,1.9,4.6,0.8,1.8,0.1,87.7,8.4,,21%,,,,,32%,0.32885906,,,,14%,,,,88.8,,,,,88.5,79.5,,,,81.1,,,9.87,,,,,11.30,-6.83,,,,9.62,,,3.52,,,,,-0.02,-0.31,,,,1.15,,,7.04,,,,,-4.50,0.97,,,,0.16,,
Randy Rodríguez,SFG,2024,24,3,2,52.1,0.5,4.3,3.15,3.34,4.11,0.235,1.24,0.301,24%,8%,63%,17%,41%,42%,36%,39%,25%,19%,58%,23%,7%,9.1,3.1,2.9,0.7,1,0.1,88.1,13.4,,47%,,,,,7%,0.39817975,,,,6%,,,,97.6,,,,,96.3,84.7,,,,89.7,,,-4.49,,,,,-8.01,4.56,,,,-9.26,,,9.70,,,,,6.85,-0.97,,,,3.37,,,-2.16,,,,,-0.80,5.74,,,,-0.20,,
Lucas Erceg,KCR,2024,29,2,6,61.2,1.7,3.36,3.17,2.53,3.1,0.212,1.05,0.295,28%,6%,67%,23%,47%,31%,32%,34%,34%,23%,52%,25%,6%,10.5,2.3,4.5,0.4,1.5,0.1,85.9,6.6,,31%,,,,,21%,0.27877508,,,,20%,,,,98.6,,,,,98.5,85.7,,,,91.0,,,-6.44,,,,,-9.54,-0.81,,,,-10.77,,,8.89,,,,,6.31,-1.42,,,,4.24,,,0.39,,,,,5.31,6.63,,,,-1.21,,
Orion Kerkering,PHI,2024,23,5,3,63,1.5,2.29,3.17,2.42,2.94,0.22,1.08,0.314,29%,7%,77%,21%,54%,25%,42%,34%,24%,13%,61%,25%,5%,10.6,2.4,4.4,0.3,2.1,0.1,87.3,5.4,,29%,,,,,15%,0.55657774,,,,,,,,97.6,,,,,96.4,86.2,,,,,,,-6.46,,,,,-9.91,8.64,,,,,,,9.15,,,,,5.15,-0.29,,,,,,,2.10,,,,,2.51,4.52,,,,,,
Taylor Rogers,SFG,2024,33,1,4,60,0.2,2.4,3.2,3.75,3.72,0.236,1.25,0.299,26%,9%,82%,17%,46%,37%,39%,40%,22%,22%,51%,27%,6%,9.6,3.3,2.9,1.1,1.3,0.1,86.7,12.3,,,,,,,53%,0.47227357,,,,,,,,,,,,,93.0,79.3,,,,,,,,,,,,10.09,-7.75,,,,,,,,,,,,4.09,0.64,,,,,,,,,,,,4.89,-2.28,,,,,,
Tim Herrin,CLE,2024,27,5,1,65.2,1,1.92,3.2,2.86,3.64,0.172,0.97,0.236,26%,10%,79%,17%,50%,33%,40%,45%,16%,21%,54%,25%,7%,9.3,3.4,2.7,0.3,1.5,0,86.9,7.4,,25%,,,,,13%,0.27596439,35%,,,,,,,95.5,,,,,93.9,87.6,81.6,,,,,,5.13,,,,,9.32,0.44,-5.15,,,,,,7.41,,,,,1.72,1.98,-1.19,,,,,,4.09,,,,,3.22,3.64,8.10,,,,,
David Robertson,TEX,2024,39,3,4,72,1.9,3,3.22,2.65,2.88,0.201,1.11,0.3,33%,9%,77%,18%,49%,33%,33%,46%,21%,18%,48%,34%,5%,12.4,3.4,3.7,0.6,1.5,0.1,88.7,9.9,,0%,,63%,,,1%,0.06666667,0%,27%,,2%,,,,94.1,,93.3,,,94.7,83.7,80.9,84.2,,88.0,,,-5.01,,0.05,,,-9.39,5.07,6.01,3.32,,-9.38,,,12.16,,9.90,,,7.35,-0.55,-7.32,-5.98,,4.45,,,-0.05,,16.78,,,0.31,-1.44,-0.08,-4.77,,1.32,,
Clay Holmes,NYY,2024,31,3,5,63,1.2,3.14,3.22,3.02,3.01,0.244,1.3,0.322,25%,8%,71%,16%,65%,19%,43%,38%,19%,19%,52%,29%,6%,9.7,3.1,3.1,0.6,3.4,0.1,88.8,0.3,,,,,,,56%,0.43502304,,,,,,,,,,,,,96.6,85.5,,,,,,,,,,,,-8.49,4.92,,,,,,,,,,,,3.09,-3.00,,,,,,,,,,,,-2.91,6.09,,,,,,
Cole Sands,MIN,2024,26,9,1,71.1,1.5,3.28,3.22,2.63,3.26,0.215,1,0.29,29%,4%,69%,20%,37%,43%,37%,37%,26%,19%,48%,33%,6%,10.7,1.5,7.1,0.8,0.9,0.1,89,17.6,,28%,,30%,17%,,11%,,14%,,,,,,,95.7,,90.8,87.8,,94.8,,82.4,,,,,,-7.31,,-0.21,-8.01,,-10.00,,6.76,,,,,,8.11,,4.82,0.13,,4.67,,-2.86,,,,,,4.94,,6.29,0.61,,0.68,,-2.49,,,,,
T.J. McFarland,OAK,2024,35,2,4,56.2,0.3,3.81,3.24,3.82,3.97,0.248,1.24,0.287,17%,7%,67%,19%,57%,23%,42%,34%,23%,17%,60%,23%,5%,6.2,2.7,2.3,0.6,2.5,0.1,87.5,3.2,,1%,,0%,,,49%,0.38397129,,,,12%,,,,88.5,,82.2,,,88.0,78.2,,,,81.4,,,10.97,,0.19,,,10.18,-9.75,,,,8.54,,,1.95,,0.22,,,-1.50,-1.02,,,,-1.60,,,0.24,,0.05,,,4.15,3.02,,,,-1.05,,
Carlos Estévez,PHI,2024,31,4,5,55,1.2,2.45,3.24,3.24,4.09,0.191,0.91,0.229,24%,6%,75%,17%,33%,50%,33%,40%,28%,14%,52%,34%,10%,8.2,2,4.2,0.8,0.7,0.1,90.3,19.5,,61%,,,,,,0.28136419,0%,,,10%,,,,96.8,,,,,,89.4,83.2,,,89.4,,,-5.08,,,,,,2.59,3.34,,,-6.97,,,10.00,,,,,,1.90,-0.79,,,5.66,,,7.95,,,,,,3.14,0.07,,,1.98,,
Joe Mantiply,ARI,2024,33,6,2,59.2,1.2,3.92,3.24,2.51,3.71,0.231,1.17,0.298,22%,7%,63%,14%,53%,33%,45%,33%,23%,16%,51%,34%,8%,8,2.7,2.9,0.2,1.6,0,88.1,5.4,,4%,,,,,43%,,27%,,,26%,,,,89.4,,,,,88.9,,79.2,,,81.0,,,8.96,,,,,11.28,,-4.56,,,9.18,,,5.55,,,,,1.12,,-1.90,,,-2.31,,,-0.03,,,,,11.58,,-0.26,,,-0.08,,
Dennis Santana,PIT,2024,28,3,1,71.2,1.2,3.89,3.24,3.01,3.95,0.218,1.09,0.28,24%,7%,64%,23%,36%,41%,40%,36%,24%,17%,54%,28%,5%,8.7,2.6,3.3,0.5,0.9,0.1,86.3,14.3,,26%,,19%,,,13%,0.32822362,,,,8%,,,,95.7,,90.4,,,95.1,87.1,,,,88.5,,,-7.17,,0.02,,,-10.51,0.82,,,,-9.89,,,9.05,,6.12,,,6.32,1.61,,,,4.92,,,2.23,,2.48,,,1.67,3.99,,,,-1.68,,
Kevin Ginkel,ARI,2024,30,8,3,70,1.3,3.21,3.24,2.85,3.23,0.253,1.2,0.332,26%,5%,71%,21%,44%,36%,39%,34%,27%,11%,56%,33%,6%,9.9,1.9,5.1,0.8,1.2,0.1,89.8,10,,52%,,,,,10%,0.38429054,,,,,,,,96.0,,,,,94.5,87.4,,,,,,,-6.34,,,,,-9.17,1.58,,,,,,,8.97,,,,,6.50,0.29,,,,,,,1.76,,,,,0.58,1.49,,,,,,
Bailey Ober,MIN,2024,28,12,9,178.2,2.9,3.98,3.24,3.82,3.83,0.206,1,0.247,27%,6%,71%,16%,34%,50%,44%,34%,22%,18%,51%,30%,8%,9.6,2.2,4.4,1.4,0.7,0.1,87.5,20.4,,38%,,20%,,,,0.11832344,1%,,,29%,,,,91.7,,86.2,,,,80.3,76.0,,,83.4,,,-4.99,,1.42,,,,6.44,4.43,,,-10.11,,,9.71,,3.90,,,,-1.14,-5.42,,,3.58,,,-0.11,,-4.50,,,,6.47,1.42,,,15.70,,
Austin Voth,SEA,2024,32,2,5,61,0,3.69,3.27,4.12,3.93,0.203,1.05,0.236,25%,7%,66%,23%,35%,43%,51%,26%,23%,20%,55%,25%,8%,9,2.7,3.4,1.3,0.8,0.1,85.8,16.2,,24%,,34%,,,,0.23613963,19%,,,,,,,93.6,,89.0,,,,80.8,75.3,,,,,,-3.71,,1.12,,,,8.05,7.95,,,,,,9.67,,3.45,,,,-0.20,-7.36,,,,,,4.63,,1.37,,,,-2.70,3.64,,,,,
Evan Phillips,LAD,2024,29,5,1,54.2,0.9,3.62,3.27,3.28,3.48,0.229,1.19,0.298,28%,7%,63%,20%,40%,40%,32%,41%,27%,20%,56%,24%,6%,10.4,2.8,3.7,1,1,0.1,85.9,11.9,,37%,,15%,,,10%,0.38604144,,,,,,,,96.2,,92.8,,,95.7,85.0,,,,,,,-6.25,,-0.47,,,-9.67,8.21,,,,,,,8.89,,4.84,,,3.61,0.43,,,,,,,4.95,,0.21,,,-1.78,-0.27,,,,,,
Corbin Burnes,BAL,2024,29,15,9,194.1,3.7,2.92,3.27,3.55,3.55,0.225,1.1,0.269,23%,6%,75%,17%,48%,34%,42%,37%,21%,19%,52%,29%,7%,8.4,2.2,3.8,1,1.4,0.1,87.5,11,,,,45%,,,8%,0.14619493,22%,,,11%,,,,,,95.3,,,97.0,87.2,80.3,,,89.2,,,,,1.04,,,-7.07,4.94,5.54,,,-8.23,,,,,7.49,,,6.39,-0.11,-7.15,,,4.26,,,,,18.42,,,-1.17,3.09,2.86,,,0.66,,
Cole Ragans,KCR,2024,26,11,9,186.1,4.9,3.14,3.27,2.99,3.46,0.212,1.14,0.29,29%,9%,75%,19%,41%,41%,39%,32%,28%,18%,52%,30%,6%,10.8,3.2,3.3,0.7,1,0.1,88.3,15.2,,42%,,11%,,,,0.12796665,,10%,,24%,,,,95.4,,90.7,,,,86.0,,80.8,,84.8,,,7.56,,1.04,,,,-0.06,,-5.43,,9.45,,,10.29,,5.90,,,,0.62,,-6.98,,7.45,,,11.10,,0.91,,,,-1.37,,2.92,,10.57,,
Kevin Kelly,TBR,2024,26,5,2,70.2,0.8,2.67,3.27,3.27,3.13,0.223,0.96,0.268,23%,3%,76%,16%,57%,27%,39%,38%,23%,20%,52%,27%,5%,8,1.1,7,0.9,2.1,0.1,86.9,4.7,,2%,,8%,,,62%,0.27810078,,,,,,,,92.0,,87.8,,,90.8,77.3,,,,,,,-6.12,,-0.39,,,-10.76,10.41,,,,,,,6.26,,3.75,,,-1.00,3.33,,,,,,,-1.29,,0.51,,,8.66,2.43,,,,,,
Hunter Brown,HOU,2024,25,11,9,170,3.1,3.49,3.27,3.58,3.47,0.241,1.27,0.307,25%,8%,77%,21%,49%,30%,35%,38%,27%,19%,59%,22%,4%,9.5,3.2,3,1,1.6,0.1,86.2,9.6,,35%,,17%,,,18%,0.0512288,,12%,,13%,,,,96.0,,92.4,,,95.6,89.1,,82.9,,88.4,,,-3.32,,1.25,,,-8.15,1.54,,2.12,,-8.44,,,10.30,,5.99,,,8.15,2.83,,-8.37,,5.45,,,1.55,,0.68,,,4.86,2.51,,-2.86,,3.44,,
Kenley Jansen,BOS,2024,36,4,2,54.2,1.4,3.29,3.29,3,4.04,0.193,1.06,0.26,28%,9%,73%,16%,31%,54%,39%,34%,27%,16%,58%,27%,11%,10.2,3.3,3.1,0.7,0.6,0.1,90.4,22.3,,,,85%,,,7%,0.07740325,,,,,,,,,,92.2,,,93.2,82.2,,,,,,,,,2.80,,,-3.81,4.08,,,,,,,,,10.40,,,11.47,-1.20,,,,,,,,,5.64,,,1.03,2.64,,,,,,
Nick Mears,MIL,2024,27,1,5,57.2,0.8,5.93,3.29,3.39,3.47,0.263,1.47,0.36,29%,9%,60%,19%,41%,40%,36%,38%,26%,16%,48%,36%,7%,11.7,3.7,3.1,1.1,1,0.1,88.1,14.3,,60%,,,,,,0.22568093,17%,,,,,,,96.7,,,,,,86.5,81.5,,,,,,-2.09,,,,,,0.37,1.30,,,,,,10.66,,,,,,-0.72,-7.58,,,,,,3.83,,,,,,0.35,-6.17,,,,,
Beau Brieske,DET,2024,26,4,5,67.2,0.7,3.59,3.29,3.51,4.27,0.22,1.26,0.284,24%,11%,70%,19%,38%,43%,35%,44%,21%,18%,52%,30%,6%,9.2,4,2.3,0.7,0.9,0.1,89,14.8,,40%,,,,,16%,0.17274306,,,,26%,,,,95.9,,,,,95.5,86.1,,,,88.4,,,-3.73,,,,,-7.72,1.30,,,,-8.85,,,10.64,,,,,8.93,0.56,,,,3.97,,,4.62,,,,,4.06,-3.22,,,,0.79,,
DJ Herz,WSN,2024,23,4,9,88.2,1.7,4.16,3.29,3.71,3.85,0.222,1.26,0.288,28%,9%,70%,19%,36%,45%,44%,31%,25%,14%,53%,33%,8%,10.8,3.7,2.9,1.1,0.8,0.1,89.4,18,,54%,,,,,,0.17906683,,3%,,25%,,,,93.5,,,,,,86.1,,81.2,,83.5,,,7.63,,,,,,0.65,,0.44,,9.40,,,9.24,,,,,,1.91,,-1.35,,3.63,,,7.40,,,,,,-2.73,,0.87,,-0.73,,
Luke Weaver,NYY,2024,30,7,3,84,1,2.89,3.32,3.33,3.42,0.173,0.93,0.223,31%,8%,79%,17%,36%,47%,41%,38%,21%,14%,58%,28%,9%,11,2.8,4,1.1,0.8,0.1,89.1,16.5,,48%,,23%,,,,,,1%,,28%,,,,95.7,,91.3,,,,,,82.6,,88.6,,,-4.25,,0.86,,,,,,1.71,,-8.27,,,10.81,,7.43,,,,,,-3.38,,3.05,,,6.39,,3.44,,,,,,0.12,,3.40,,
Trent Thornton,SEA,2024,30,4,3,72.1,0.6,3.61,3.32,3.47,3.56,0.233,1.13,0.297,26%,6%,73%,23%,38%,39%,41%,34%,25%,17%,56%,27%,8%,9.6,2.4,4.1,1,1,0.1,87.9,16.2,,20%,,4%,,,9%,0.51838879,12%,,,2%,,,,95.5,,91.5,,,94.8,85.2,82.3,,,87.9,,,-2.98,,1.19,,,-7.36,5.14,4.86,,,-7.45,,,9.28,,3.42,,,4.60,1.81,-7.34,,,2.00,,,1.51,,0.35,,,-0.07,5.21,-2.80,,,-1.24,,
Dylan Cease,SDP,2024,28,14,11,189.1,4.8,3.47,3.32,3.1,3.44,0.197,1.07,0.263,29%,9%,69%,18%,40%,42%,43%,36%,20%,15%,55%,31%,8%,10.6,3.1,3.4,0.9,0.9,0.1,89,14.1,,44%,,1%,,,,0.47114178,,8%,,1%,,,,96.9,,91.8,,,,87.2,,82.3,,69.7,,,-1.82,,1.11,,,,1.19,,1.31,,-2.68,,,10.80,,3.71,,,,0.80,,-8.77,,9.61,,,3.04,,-0.97,,,,29.69,,-2.39,,-1.16,,
John Schreiber,KCR,2024,30,4,3,51.2,1.1,3.66,3.32,3.03,4.21,0.24,1.32,0.307,21%,9%,69%,16%,51%,32%,37%,32%,31%,19%,54%,27%,4%,8,3.5,2.3,0.2,1.6,0,89,10.2,,24%,,17%,,,26%,0.26927374,,,,6%,,,,92.9,,88.7,,,92.0,81.1,,,,85.9,,,-7.31,,-1.64,,,-10.08,7.07,,,,-9.13,,,4.63,,3.05,,,-1.28,-0.42,,,,-1.25,,,-0.17,,2.22,,,4.21,0.78,,,,-1.98,,
Adrian Morejon,SDP,2024,25,3,2,63.2,1.1,2.83,3.32,2.79,3.33,0.252,1.32,0.337,26%,8%,77%,16%,51%,32%,37%,32%,30%,22%,47%,31%,8%,10,3,3.4,0.6,1.6,0.1,86.6,7.1,,23%,,,8%,,36%,0.32988722,,,,,,,,96.9,,,86.2,,97.4,85.7,,,,,,,4.26,,,5.66,,9.66,-3.38,,,,,,,9.52,,,-0.36,,6.24,-1.66,,,,,,,-4.20,,,1.61,,2.10,1.33,,,,,,
Bryan Abreu,HOU,2024,27,3,3,78.1,0.9,3.1,3.34,3.49,3.48,0.206,1.16,0.286,32%,10%,83%,17%,40%,42%,38%,39%,24%,13%,56%,32%,9%,11.8,3.7,3.2,1,1,0.1,90.4,16,,46%,,,,,,0.53076923,,,,1%,,,,96.7,,,,,,86.2,,,,90.0,,,-4.14,,,,,,3.82,,,,-7.76,,,9.77,,,,,,-3.09,,,,3.70,,,-3.63,,,,,,12.23,,,,-0.31,,
Framber Valdez,HOU,2024,30,15,7,176.1,3.6,2.91,3.36,3.25,3.08,0.218,1.11,0.276,24%,8%,77%,19%,61%,20%,42%,38%,21%,13%,55%,32%,5%,8.6,2.8,3.1,0.7,3,0.1,90.2,0.4,,1%,,,,,46%,0.04311008,31%,,,17%,,,,94.5,,,,,94.1,85.1,79.7,,,89.9,,,5.86,,,,,9.73,-1.36,-6.07,,,8.72,,,3.99,,,,,4.02,-0.74,-8.14,,,1.03,,,-1.39,,,,,17.31,-0.22,12.93,,,2.81,,
Camilo Doval,SFG,2024,26,5,3,59,0.1,4.88,3.36,3.71,3.63,0.235,1.58,0.333,29%,14%,68%,13%,60%,27%,47%,34%,20%,18%,51%,31%,9%,11.9,5.9,2,0.8,2.3,0.1,89.5,-0.2,,,,35%,,,14%,0.51075269,,,,,,,,,,99.1,,,97.6,88.8,,,,,,,,,-3.88,,,-6.00,2.32,,,,,,,,,6.45,,,2.59,-0.06,,,,,,,,,-3.91,,,-3.31,4.20,,,,,,
Spencer Schwellenbach,ATL,2024,24,8,7,123.2,2.6,3.35,3.36,3.29,3.34,0.225,1.04,0.279,25%,5%,75%,22%,42%,37%,41%,34%,25%,18%,52%,30%,5%,9.2,1.7,5.5,1,1.1,0.1,87.6,11.7,,29%,,17%,13%,,7%,0.19872814,15%,,,,,,,96.1,,92.9,84.5,,95.1,87.3,80.6,,,,,,-4.02,,0.04,-5.82,,-9.11,1.39,4.24,,,,,,7.79,,5.68,0.45,,4.15,-1.56,-4.03,,,,,,1.47,,1.68,4.75,,-0.15,2.30,0.80,,,,,
Mark Leiter Jr.,NYY,2024,33,4,5,58,1.1,4.5,3.39,3.29,2.75,0.238,1.33,0.343,34%,9%,67%,21%,46%,33%,51%,28%,21%,17%,53%,30%,8%,13.3,3.4,3.9,1.2,1.4,0.2,88.8,11.3,,0%,,8%,36%,,30%,0.0922473,17%,,,0%,,,,95.8,,88.6,84.2,,91.5,79.6,73.5,,,83.8,,,5.16,,0.74,-4.04,,-8.19,6.27,4.82,,,-4.19,,,6.81,,3.95,2.81,,7.17,-1.43,-9.95,,,3.43,,,0.07,,-2.80,8.19,,-6.09,-1.42,2.41,,,-0.49,,
Tanner Banks,PHI,2024,32,2,3,72.1,1.1,3.98,3.39,3.25,3.59,0.244,1.3,0.317,25%,8%,63%,17%,50%,33%,34%,39%,27%,15%,59%,27%,6%,9.7,3.1,3.1,0.7,1.5,0.1,87.5,10.8,,31%,,,,,8%,0.32736573,15%,,,13%,,,,93.5,,,,,92.1,87.9,82.1,,,86.3,,,2.19,,,,,7.76,-1.91,-6.57,,,7.52,,,9.23,,,,,5.32,3.03,1.70,,,4.01,,,1.12,,,,,0.58,-0.29,2.22,,,-2.83,,
George Kirby,SEA,2024,26,14,11,191,4.2,3.53,3.39,3.26,3.58,0.242,1.07,0.291,23%,3%,72%,18%,41%,41%,34%,36%,30%,18%,53%,29%,8%,8.4,1.1,7.8,1,1,0.1,89,14.8,,34%,,0%,10%,,24%,0.23660263,,8%,,,,0%,,96.0,,92.3,86.0,,96.0,87.2,,83.4,,,,73.90000153,-5.95,,-0.28,-5.95,,-9.54,3.75,,4.24,,,,-2.539000034,9.17,,5.17,1.08,,6.88,-1.25,,-7.79,,,,3.45,4.63,,0.09,-6.18,,10.53,9.00,,-4.73,,,,-0.04
Andre Pallante,STL,2024,25,8,8,121.1,1.8,3.78,3.39,3.71,3.89,0.24,1.3,0.286,18%,9%,71%,15%,62%,23%,42%,35%,23%,18%,55%,27%,3%,7,3.6,2,0.6,2.7,0.1,87.4,1.1,,51%,,,,,19%,0.17191533,,13%,,,,,,94.5,,,,,94.8,87.5,,79.5,,,,,-0.62,,,,,-6.32,2.18,,1.98,,,,,5.75,,,,,8.69,-0.61,,-8.67,,,,,13.24,,,,,-0.93,-2.14,,1.01,,,,
Greg Weissert,BOS,2024,29,4,2,63.1,0.5,3.13,3.41,3.72,3.91,0.267,1.34,0.326,22%,8%,70%,21%,41%,37%,33%,42%,25%,16%,55%,29%,6%,8.2,2.8,2.9,1,1.1,0.1,88.9,12.8,,23%,,,,,33%,0.34888241,,,,9%,,,,93.9,,,,,93.7,80.8,,,,84.6,,,-5.68,,,,,-10.69,9.06,,,,-11.07,,,7.45,,,,,2.20,1.71,,,,-0.37,,,4.26,,,,,3.05,-5.15,,,,-0.71,,
Carmen Mlodzinski,PIT,2024,25,5,5,50.2,0.6,3.38,3.41,3.36,4.18,0.218,1.18,0.273,22%,9%,69%,16%,46%,38%,46%,27%,27%,13%,58%,28%,3%,8.2,3.4,2.4,0.5,1.2,0.1,89.3,12.9,,40%,,20%,,,,0.39838337,,,,0%,,,,96.2,,92.5,,,,86.7,,,,88.6,,,-6.30,,-0.70,,,,2.26,,,,-10.06,,,7.65,,4.64,,,,1.21,,,,0.67,,,3.75,,2.91,,,,-0.11,,,,-0.84,,
Tim Hill,NYY,2024,34,4,0,67,0.5,3.36,3.44,3.57,4.02,0.285,1.43,0.316,11%,7%,69%,16%,68%,16%,34%,37%,28%,20%,51%,29%,2%,4.2,2.6,1.6,0.3,4.4,0.1,88,-6.6,,26%,,,,,69%,0.05182927,,,,0%,,,,90.7,,,,,88.7,82.2,,,,89.3,,,11.19,,,,,10.04,2.01,,,,-9.41,,,1.51,,,,,-3.79,2.18,,,,1.03,,,-2.50,,,,,7.74,-2.45,,,,0.02,,
Grant Holmes,ATL,2024,28,2,1,68.1,1.2,3.56,3.44,3.2,3.52,0.249,1.19,0.314,25%,5%,77%,18%,44%,39%,36%,37%,27%,15%,52%,32%,7%,9.2,2,4.7,0.9,1.1,0.1,88.8,13.9,,37%,,8%,,,,0.31640625,22%,,,1%,,,,94.6,,92.6,,,,86.5,84.0,,,91.3,,,-4.33,,-1.12,,,,0.14,1.32,,,-5.73,,,8.66,,6.04,,,,-0.27,-3.93,,,6.83,,,5.88,,-3.12,,,,2.30,1.90,,,-0.16,,
Anthony Bender,MIA,2024,29,5,2,53,0.9,4.08,3.44,2.92,3.36,0.243,1.28,0.326,26%,8%,69%,22%,50%,28%,36%,43%,21%,16%,55%,29%,5%,10,3.1,3.3,0.5,1.8,0.1,87.7,8.7,,4%,,,,,45%,0.46855346,,,,4%,,,,94.6,,,,,95.5,84.9,,,,89.5,,,-3.83,,,,,-10.79,7.32,,,,-9.57,,,6.14,,,,,1.39,1.69,,,,-1.56,,,-0.60,,,,,-2.98,7.39,,,,-0.58,,
Tyson Miller,CHC,2024,28,5,1,62,0.5,2.32,3.44,3.67,4.17,0.178,0.81,0.203,23%,5%,82%,20%,31%,50%,39%,37%,24%,20%,57%,23%,8%,7.8,1.6,4.9,1,0.6,0.1,88.2,20.3,,47%,,,0%,,3%,0.43649947,3%,,,2%,,,,89.6,,,81.1,,89.8,80.2,78.8,,,85.3,,,-2.22,,,5.02,,-8.76,6.11,8.39,,,-8.80,,,5.52,,,2.41,,1.90,5.86,-3.90,,,0.35,,,5.75,,,0.11,,2.30,6.27,-1.71,,,0.59,,
Bowden Francis,TOR,2024,28,8,5,103.2,1,3.3,3.44,4.36,4.17,0.195,0.93,0.211,23%,5%,78%,19%,34%,47%,50%,25%,25%,17%,49%,34%,9%,8,1.9,4.2,1.5,0.7,0.1,89.1,18.9,,51%,,,18%,,3%,0.09178434,18%,,,,,,,92.9,,,83.8,,90.3,81.7,73.5,,,,,,-4.12,,,-5.08,,-8.34,2.44,8.28,,,,,,10.40,,,2.64,,6.95,0.08,-5.44,,,,,,17.66,,,4.12,,0.65,-2.10,-4.84,,,,,
Jared Koenig,MIL,2024,30,9,4,62,0.9,2.47,3.44,3.28,3.95,0.227,1.24,0.292,24%,9%,78%,17%,46%,36%,41%,36%,23%,22%,50%,28%,8%,9.1,3.3,2.7,0.6,1.3,0.1,87.5,10.5,,1%,,25%,,,57%,,13%,,,4%,,,,96.8,,90.3,,,95.0,,81.1,,,85.5,,,4.05,,0.59,,,9.25,,-6.33,,,8.96,,,10.16,,5.79,,,6.93,,-4.59,,,2.14,,,0.09,,-1.00,,,6.56,,0.35,,,0.64,,
Yoshinobu Yamamoto,LAD,2024,25,7,2,90,2.8,3,3.44,2.61,2.86,0.226,1.11,0.305,29%,6%,76%,21%,48%,32%,40%,36%,25%,15%,53%,33%,8%,10.5,2.2,4.8,0.7,1.5,0.1,88.4,8.4,,40%,,6%,24%,,3%,0.03335602,23%,,,,,,,95.5,,91.5,90.2,,94.9,86.3,78.0,,,,,,-4.52,,0.52,-5.16,,-8.35,3.19,6.54,,,,,,9.07,,5.12,1.82,,7.42,-0.04,-9.20,,,,,,4.56,,0.25,0.88,,-0.69,0.26,3.88,,,,,
Tayler Scott,HOU,2024,32,7,3,68.2,0.2,2.23,3.46,4.13,4.17,0.185,1.17,0.23,25%,12%,85%,21%,42%,36%,42%,35%,24%,17%,57%,26%,3%,9.3,4.6,2,0.9,1.2,0.1,88,13.5,,49%,,,24%,,6%,0.22111388,,,,,,,,92.7,,,85.5,,92.7,84.0,,,,,,,-10.26,,,-6.75,,-11.19,6.84,,,,,,,5.66,,,-2.23,,2.74,-0.65,,,,,,,7.64,,,0.11,,-1.61,0.64,,,,,,
Ryne Stanek,NYM,2024,32,7,3,55.1,0,4.88,3.46,4.14,4.18,0.225,1.32,0.29,28%,10%,68%,19%,33%,48%,38%,34%,27%,12%,53%,34%,10%,10.9,4.1,2.7,1.3,0.7,0.1,90.2,19,,60%,,,21%,,2%,0.16581372,,,,,,,,97.7,,,89.1,,95.2,88.0,,,,,,,-5.58,,,-6.35,,-9.47,1.18,,,,,,,10.65,,,2.77,,7.86,0.31,,,,,,,1.97,,,-3.15,,1.03,0.64,,,,,,
Michael Kopech,LAD,2024,28,6,8,67.2,0.4,3.46,3.46,4.02,3.81,0.183,1.15,0.245,32%,12%,80%,17%,38%,46%,39%,36%,24%,14%,56%,30%,11%,11.7,4.5,2.6,1.2,0.8,0.1,89,16.9,,79%,,10%,,,,0.10936133,,,,,,,,98.6,,91.2,,,,87.1,,,,,,,-6.26,,1.50,,,,2.36,,,,,,,10.61,,1.87,,,,-0.42,,,,,,,9.36,,1.53,,,,-2.77,,,,,,
